t,x1,y1,z1,x2,y2,z2,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,gameNum,roundNum,difficulty,totalEggs,lhTime,lhCaughtEggs,rhTime,rhCaughtEggs,rhDominant,xScale,yScale,timeScale
2015-01-12 13:00:55.954,-17.72222,267.9068,-1334.401,-26.77064,95.31636,-1389.586,-184.4138,7.710828,-1369.942,-215.6358,-208.2544,-1330.955,-190.6631,-399.343,-1287.266,-222.1764,-454.0735,-1338.104,127.3174,4.173643,-1386.313,131.2605,-230.2344,-1328.563,52.41597,-375.9211,-1217.261,26.13447,-424.4834,-1183.576,,,,,,,,,,,,
2015-01-12 13:00:56.065,-17.94193,267.7655,-1334.009,-26.70785,95.12421,-1389.353,-184.422,7.665243,-1369.795,-215.6494,-208.1689,-1330.869,-190.9653,-398.8124,-1287.95,-222.3388,-453.7714,-1338.6,127.3471,4.163615,-1386.258,131.3935,-230.2548,-1328.591,52.69328,-375.6758,-1216.878,26.45987,-424.1494,-1183.056,,,,,,,,,,,,
2015-01-12 13:00:56.225,-18.16877,267.1723,-1332.34,-26.9392,94.09435,-1388.291,-184.4146,7.29002,-1369.312,-215.7415,-208.2056,-1330.771,-182.5663,-409.3183,-1273.372,-215.7811,-458.7776,-1327.356,127.3239,3.971077,-1385.788,131.2186,-230.2933,-1328.009,52.39491,-375.7797,-1216.61,26.12032,-424.2752,-1182.892,,,,,,,,,,,,
2015-01-12 13:00:56.320,-18.10061,266.6333,-1331.43,-27.30097,93.66607,-1387.845,-184.3971,7.048708,-1369.174,-216.0444,-208.161,-1330.907,-202.4934,-400.8487,-1304.017,-229.9005,-460.6663,-1349.561,127.3482,3.79334,-1385.539,131.1404,-230.5131,-1327.859,52.54176,-375.8539,-1216.185,26.34223,-424.3007,-1182.376,,,,,,,,,,,,
2015-01-12 13:00:56.429,-18.11686,266.2539,-1330.903,-27.5867,93.39168,-1387.671,-184.3883,6.94165,-1369.182,-216.1426,-208.224,-1331.103,-208.6741,-401.8668,-1316.617,-235.0247,-463.8188,-1359.589,127.3159,3.730336,-1385.399,131.1573,-230.5291,-1327.832,52.23402,-375.6792,-1216.23,25.92626,-424.0626,-1182.443,,,,,,,,,,,,
2015-01-12 13:00:56.493,-18.12495,266.2419,-1330.812,-27.63803,93.24856,-1387.635,-184.3947,6.869977,-1369.296,-216.218,-208.3187,-1331.3,-200.215,-400.471,-1301.502,-228.3358,-459.0939,-1347.869,127.327,3.567055,-1385.34,131.1963,-230.6089,-1327.868,52.17103,-375.5445,-1216.092,25.82927,-423.8563,-1182.246,,,,,,,,,,,,
2015-01-12 13:00:56.561,-18.09941,266.2707,-1330.778,-27.65655,93.25002,-1387.711,-184.409,6.839524,-1369.612,-216.2846,-208.3869,-1331.528,-197.1969,-399.5668,-1296.042,-226.05,-456.5609,-1343.855,127.3248,3.496392,-1385.339,131.1923,-230.6071,-1327.856,52.19633,-375.5488,-1216.118,25.86435,-423.8627,-1182.283,,,,,,,,,,,,
2015-01-12 13:00:56.634,-18.09124,266.2864,-1330.784,-27.7735,93.26769,-1387.902,-184.354,6.769248,-1369.992,-216.3411,-208.5341,-1331.757,-197.8762,-399.782,-1296.473,-226.6734,-456.6765,-1344.409,127.3156,3.379092,-1385.439,131.1826,-230.6628,-1327.944,52.01199,-375.4393,-1216.146,25.6218,-423.6982,-1182.29,,,,,,,,,,,,
2015-01-12 13:00:56.696,-18.05834,266.3359,-1330.877,-27.86341,93.36138,-1388.279,-184.3231,6.7455,-1370.545,-216.449,-208.7295,-1332.258,-197.1128,-399.6166,-1295.054,-226.1792,-455.9488,-1343.475,127.2603,3.272832,-1385.608,131.2587,-230.7592,-1328.248,51.45315,-374.9693,-1216.167,24.85129,-423.0394,-1182.216,,,,,,,,,,,,
2015-01-12 13:00:56.762,-18.01073,266.437,-1331.11,-27.92751,93.32824,-1388.76,-184.3238,6.865441,-1371.291,-216.4326,-208.7719,-1332.48,-201.2822,-400.8742,-1301.78,-229.1581,-459.1503,-1348.376,127.3128,3.186857,-1385.951,130.6582,-232.1421,-1327.849,50.73561,-376.0881,-1215.427,24.09475,-424.0702,-1181.362,,,,,,,,,,,,
2015-01-12 13:00:56.836,-18.06716,266.5312,-1331.553,-27.86632,93.42589,-1389.448,-184.2926,6.82787,-1372.025,-216.4943,-209.0259,-1332.793,-190.6492,-407.821,-1279.67,-221.4077,-458.8429,-1332.547,127.286,2.999647,-1386.28,130.7509,-232.3428,-1328.074,50.6883,-376.1251,-1215.445,24.00077,-424.0525,-1181.312,,,,,,,,,,,,
2015-01-12 13:00:56.950,-18.3102,266.5995,-1332.295,-28.2635,93.67731,-1390.975,-184.6713,6.892842,-1373.788,-216.5149,-209.5155,-1333.289,-199.8232,-401.1623,-1298.719,-227.9061,-458.5544,-1345.925,126.9875,2.47666,-1386.914,130.114,-232.8921,-1328.177,49.82989,-376.4376,-1215.24,23.06851,-424.2861,-1181.005,,,,,,,,,,,,
2015-01-12 13:00:57.029,-18.58109,266.765,-1332.763,-28.48709,93.91291,-1391.498,-184.7355,6.73482,-1374.433,-216.558,-209.6815,-1333.486,-203.5378,-402.4697,-1306.62,-230.7077,-461.772,-1351.767,126.7564,2.323782,-1387.091,130.1701,-232.3767,-1328.648,49.96584,-375.9509,-1215.622,23.23109,-423.809,-1181.356,,,,,,,,,,,,
2015-01-12 13:00:57.097,-19.03017,267.1454,-1333.431,-28.67413,94.04378,-1392.017,-184.9008,6.750504,-1375.076,-216.6239,-209.8626,-1333.653,-201.9184,-402.0367,-1301.619,-229.6235,-459.6098,-1348.546,126.5323,2.241744,-1387.219,130.2284,-231.916,-1329.046,50.25561,-375.582,-1215.922,23.598,-423.4707,-1181.624,,,,,,,,,,,,
2015-01-12 13:00:57.169,-19.54273,267.1701,-1333.185,-28.88591,94.23339,-1391.825,-185.2141,6.769571,-1375.574,-216.8687,-209.7058,-1334.12,-196.5907,-400.0321,-1292.433,-225.5922,-455.0748,-1341.583,125.903,2.054329,-1386.579,130.1453,-231.4747,-1328.582,50.96952,-375.1069,-1214.786,24.5776,-422.9844,-1180.264,,,,,,,,,,,,
