t,x1,y1,z1,x2,y2,z2,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,gameNum,roundNum,difficulty,totalEggs,lhTime,lhCaughtEggs,rhTime,rhCaughtEggs,rhDominant,xScale,yScale,timeScale
2015-01-22 10:26:28.621,24.64403,105.9907,-1051.891,-44.49031,-48.11354,-1180.732,-162.3858,-113.6561,-1178.617,-199.7168,-320.6218,-1224.979,-188.311,-508.0557,-1262.669,-162.6511,-567.0555,-1245.141,113.8824,-88.92349,-1253.837,127.6477,-230.9114,-1408.287,90.77433,-409.5997,-1332.176,52.34567,-476.8683,-1285.942,,,,,,,,,,,,
2015-01-22 10:26:28.692,-4.819529,73.47687,-1107.9,-60.83068,-87.18368,-1238.085,-184.3932,-150.725,-1236.556,-210.7385,-370.2125,-1282.381,-84.7655,-512.0876,-1257.707,-42.77448,-559.3793,-1252.904,98.11913,-119.3026,-1304.58,109.1265,-287.8618,-1437.62,49.10275,-468.4578,-1301.949,92.24544,-514.2779,-1293.48,,,,,,,,,,,,
2015-01-22 10:26:28.753,-35.06062,57.27558,-1182.444,-76.73578,-106.3318,-1307.666,-209.9406,-169.2797,-1301.158,-238.0925,-357.8363,-1330.356,-100.7782,-495.2622,-1275.668,-55.00679,-541.0708,-1260.74,78.0133,-136.9513,-1353.242,97.48845,-336.8351,-1456.38,53.5485,-463.9522,-1313.664,81.8337,-513.2703,-1289.342,,,,,,,,,,,,
2015-01-22 10:26:28.821,-60.56324,63.06258,-1242.235,-94.5848,-101.2303,-1363.69,-231.7145,-166.3474,-1357.424,-234.1671,-384.9464,-1367.994,-102.6032,-496.7317,-1278.869,-58.74857,-533.9935,-1252.33,67.93228,-148.9739,-1415.504,89.57384,-334.5746,-1489.347,38.50755,-487.4113,-1284.227,21.48545,-538.3568,-1219.024,,,,,,,,,,,,
2015-01-22 10:26:28.889,-84.56055,95.8025,-1294.309,-113.9479,-73.31014,-1409.048,-246.4547,-145.3396,-1396.515,-237.0946,-369.105,-1390.826,-108.9829,-503.234,-1286.438,-66.279,-547.9437,-1254.743,48.4828,-119.019,-1454.568,81.26295,-332.2493,-1499.242,47.2435,-459.55,-1329.229,32.24226,-491.4052,-1276.385,,,,,,,,,,,,
2015-01-22 10:26:28.956,-110.2009,123.3706,-1351.59,-124.815,-51.63312,-1449.47,-257.0812,-129.8688,-1431.946,-241.3497,-359.0663,-1406.825,-108.2915,-507.8565,-1306.067,-63.93873,-557.4532,-1275.557,31.95821,-105.0194,-1486.172,71.99932,-323.5601,-1514.299,43.74207,-470.8892,-1298.697,36.59215,-524.8288,-1218.179,,,,,,,,,,,,
2015-01-22 10:26:29.021,-126.7932,140.8185,-1408.382,-136.5639,-36.43963,-1497.356,-275.6992,-129.3705,-1476.642,-277.4037,-338.6542,-1450.398,-182.3482,-475.3247,-1324.237,-182.621,-506.0334,-1268.837,18.0783,-101.3361,-1522.873,68.1901,-314.246,-1526.884,45.96162,-414.2462,-1357.96,41.73209,-486.198,-1275.29,,,,,,,,,,,,
2015-01-22 10:26:29.090,-145.9748,143.1779,-1453.495,-146.0697,-32.16148,-1538.027,-286.6877,-130.3141,-1514.373,-285.1614,-336.6476,-1462.239,-209.8159,-486.672,-1369.925,-181.1998,-502.5951,-1278.22,7.118566,-104.316,-1550.341,67.31812,-312.8241,-1528.423,43.86274,-412.7509,-1356.341,42.56376,-485.7219,-1273.937,,,,,,,,,,,,
2015-01-22 10:26:29.150,-162.4639,147.7526,-1495.997,-150.0677,-28.17102,-1572.788,-295.4063,-129.7471,-1547.838,-298.6977,-314.2321,-1493.701,-181.6346,-448.7241,-1356.062,-179.8545,-502.3831,-1278.931,1.765469,-104.5318,-1569.683,64.17654,-302.66,-1534.577,37.68063,-413.9837,-1366.389,43.07303,-485.2035,-1272.293,,,,,,,,,,,,
2015-01-22 10:26:29.227,-174.0185,154.6687,-1534.808,-150.5249,-23.11451,-1602.391,-299.9568,-131.4709,-1578.216,-291.1783,-329.6333,-1505.334,-180.2448,-451.2241,-1354.672,-179.4866,-502.1924,-1279.098,-0.06703263,-103.4448,-1586.745,61.89787,-300.3503,-1535.62,28.2457,-421.2712,-1383.082,46.70686,-485.2917,-1262.236,,,,,,,,,,,,
2015-01-22 10:26:29.304,-178.3477,159.0599,-1566.011,-150.8841,-18.92837,-1623.514,-301.599,-131.323,-1601.815,-298.6814,-320.3018,-1529.748,-181.7942,-460.4955,-1353.22,-179.2578,-501.9016,-1279.588,-0.6781759,-102.7975,-1599.954,52.96205,-300.5318,-1532.155,28.91842,-440.9152,-1406.899,46.613,-485.0507,-1263.355,,,,,,,,,,,,
2015-01-22 10:26:29.391,-174.276,172.2774,-1598.967,-150.9726,-11.74155,-1636.189,-301.6985,-129.3909,-1611.334,-304.2527,-314.4707,-1544.057,-197.9789,-404.5195,-1416.821,-183.8874,-452.8556,-1350.082,0.6804332,-99.1972,-1607.552,48.3794,-302.2143,-1533.884,33.19836,-447.0844,-1414.61,31.164,-479.0872,-1311.159,,,,,,,,,,,,
2015-01-22 10:26:29.457,-172.6558,176.979,-1608.245,-150.5854,-9.282537,-1638.07,-301.3711,-128.3389,-1612.065,-303.0963,-321.7339,-1536.53,-201.6202,-414.9323,-1407.403,-181.8214,-462.2757,-1341.396,0.9130433,-98.99352,-1608.017,40.16384,-321.3043,-1526.4,-1.021047,-451.8892,-1390.803,29.22008,-478.2739,-1313.003,,,,,,,,,,,,
2015-01-22 10:26:29.528,-168.5222,179.328,-1615.266,-149.5193,-8.680655,-1638.887,-300.7394,-127.5585,-1611.929,-299.4298,-323.371,-1526.482,-208.7587,-424.4334,-1389.163,-190.7424,-473.3632,-1323.763,2.597015,-100.0984,-1608.858,40.89899,-323.1548,-1524.999,-8.796047,-455.1291,-1388.592,29.61191,-472.8558,-1322.323,,,,,,,,,,,,
2015-01-22 10:26:29.600,-163.9498,178.7565,-1617.203,-148.0761,-8.609737,-1639.045,-297.9774,-126.0099,-1609.815,-298.8025,-321.1696,-1525.088,-209.1001,-423.9699,-1389.452,-190.9653,-473.5325,-1324.506,5.358941,-102.296,-1609.431,40.63208,-326.2245,-1523.633,-59.63003,-427.4918,-1399.026,-93.05074,-461.2476,-1360.632,,,,,,,,,,,,
2015-01-22 10:26:29.710,-156.5264,177.1968,-1613.958,-143.7984,-9.581503,-1637.809,-293.36,-124.4371,-1607.023,-296.597,-320.5535,-1524.436,-208.5464,-424.1421,-1390.695,-190.8736,-473.357,-1325.272,9.537503,-105.1939,-1611.948,46.25342,-327.7913,-1531.241,26.66063,-463.9939,-1400.109,26.41888,-476.1244,-1322.143,,,,,,,,,,,,
2015-01-22 10:26:29.791,-155.495,176.7799,-1611.317,-143.0894,-10.39036,-1637.376,-290.8608,-124.4983,-1605.569,-293.6954,-323.9581,-1522.351,-197.752,-428.5789,-1396.025,-176.5928,-476.4875,-1330.673,10.24051,-106.2014,-1612.865,47.93687,-327.0905,-1533.646,-48.6766,-427.7501,-1404.427,1.922034,-462.4725,-1347.435,,,,,,,,,,,,
2015-01-22 10:26:29.886,-157.1053,173.1731,-1603.746,-141.8176,-12.39338,-1635.21,-289.8523,-124.917,-1604.159,-289.6967,-326.9215,-1518.618,-186.091,-449.746,-1359.138,-174.9407,-510.9985,-1276.945,10.51536,-106.6345,-1613.006,48.1677,-327.5004,-1533.519,-49.95013,-426.9955,-1403.956,-1.185164,-463.598,-1346.604,,,,,,,,,,,,
2015-01-22 10:26:29.954,-157.2564,170.3079,-1600.239,-141.0943,-14.25373,-1633.485,-289.2764,-125.764,-1602.771,-287.667,-330.1846,-1515.529,-186.1963,-449.8031,-1359.105,-175.1821,-511.2547,-1276.517,10.30659,-108.3909,-1611.509,47.78835,-329.2067,-1530.801,-57.49433,-418.2003,-1398.696,-10.79024,-461.2668,-1344.201,,,,,,,,,,,,
