t,x1,y1,z1,x2,y2,z2,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,gameNum,roundNum,difficulty,totalEggs,lhTime,lhCaughtEggs,rhTime,rhCaughtEggs,rhDominant,xScale,yScale,timeScale
2015-01-23 10:46:00.769,-8.627977,173.2373,-1399.863,13.63575,-18.81891,-1436.05,-155.5329,-121.7528,-1431.616,-170.1647,-317.4579,-1347.251,-98.56848,-445.4846,-1235.024,-74.70307,-488.1601,-1200.581,181.0697,-107.7272,-1422.576,238.2712,-313.4597,-1369.273,189.106,-481.3608,-1236.597,122.7707,-445.877,-1193.625,,,,,,,,,,,,
2015-01-23 10:46:00.836,-8.348522,173.6719,-1400.688,13.57893,-18.68372,-1436.021,-155.2892,-120.1376,-1433.95,-170.2414,-317.568,-1347.252,-96.70712,-477.5579,-1209.368,-72.19569,-530.8878,-1166.373,180.9752,-107.695,-1422.548,238.3801,-313.4498,-1369.346,189.1722,-481.4841,-1236.529,122.9621,-446.0316,-1193.608,,,,,,,,,,,,
2015-01-23 10:46:00.909,-8.194006,173.9548,-1401.454,13.45682,-18.51133,-1436.023,-155.3406,-120.1634,-1433.932,-170.2275,-317.648,-1347.257,-97.97994,-479.1528,-1208.588,-73.89742,-532.9877,-1165.335,180.9167,-107.686,-1422.586,238.4072,-313.437,-1369.389,188.0184,-473.4046,-1238.948,121.2565,-443.3961,-1193.173,,,,,,,,,,,,
2015-01-23 10:46:01.060,-7.574076,174.6123,-1402.919,13.33769,-18.34204,-1435.787,-155.6214,-120.8907,-1432.993,-170.3354,-317.6934,-1347.275,-97.59651,-445.5239,-1233.963,-73.35023,-488.1341,-1199.161,180.8461,-107.6062,-1422.559,238.623,-313.425,-1369.478,187.4737,-473.9523,-1235.401,120.7381,-443.3556,-1191.978,,,,,,,,,,,,
2015-01-23 10:46:01.166,-6.995683,174.9353,-1404.135,13.44326,-18.02197,-1435.744,-155.3953,-120.9296,-1433.055,-170.3777,-317.686,-1347.294,-111.2543,-478.3205,-1221.537,-91.54649,-531.8653,-1182.588,180.7395,-107.6312,-1422.48,238.7343,-313.4459,-1369.498,187.2486,-475.5719,-1235.588,121.0175,-443.7326,-1192.286,,,,,,,,,,,,
2015-01-23 10:46:01.236,-6.759558,174.8264,-1404.471,13.54164,-17.88636,-1435.725,-155.3215,-120.4792,-1433.78,-170.3621,-317.7037,-1347.254,-108.6098,-481.2206,-1215.889,-88.02575,-535.7263,-1175.07,180.7548,-107.681,-1422.458,238.7639,-313.4464,-1369.514,187.7431,-477.4823,-1235.65,121.7515,-444.4667,-1192.672,,,,,,,,,,,,
2015-01-23 10:46:01.355,-6.315138,174.6624,-1404.82,13.63138,-17.67627,-1435.64,-155.3332,-120.8176,-1433.156,-170.3894,-317.7203,-1347.241,-106.149,-480.7208,-1213.984,-84.73551,-535.0543,-1172.536,180.7854,-107.6272,-1422.452,238.9902,-313.3811,-1369.616,191.301,-443.2251,-1244.578,123.6946,-440.7245,-1192.82,,,,,,,,,,,,
2015-01-23 10:46:01.417,-5.995752,174.4403,-1404.874,13.74042,-17.52819,-1435.709,-155.1283,-120.3081,-1433.623,-170.4136,-317.7015,-1347.226,-103.9345,-480.9938,-1211.939,-81.77485,-535.4246,-1169.814,180.7914,-107.6498,-1422.417,238.9739,-313.5661,-1369.513,187.687,-483.3551,-1233.844,122.8411,-446.6426,-1192.792,,,,,,,,,,,,
2015-01-23 10:46:01.502,-5.753032,174.4529,-1404.976,13.76128,-17.43056,-1435.772,-154.9239,-119.655,-1434.256,-170.4741,-317.6581,-1347.24,-111.673,-477.7196,-1223.65,-92.07265,-531.0734,-1185.425,180.8074,-107.6502,-1422.408,239.0149,-313.6037,-1369.488,187.8234,-483.0508,-1233.947,122.7986,-446.6321,-1192.686,,,,,,,,,,,,
2015-01-23 10:46:01.597,-5.457744,174.3284,-1404.682,13.79539,-17.38855,-1435.737,-154.4762,-118.6212,-1435.845,-170.6357,-317.5426,-1347.907,-97.59872,-446.0893,-1234.875,-73.25307,-488.9382,-1200.171,180.7436,-108.0292,-1420.775,238.9655,-313.3957,-1368.167,191.062,-441.2723,-1240.712,124.4851,-444.2271,-1189.118,,,,,,,,,,,,
2015-01-23 10:46:01.747,-5.146531,174.2133,-1404.01,13.90943,-17.30765,-1435.619,-154.2162,-118.3338,-1436.66,-170.8868,-317.4491,-1348.513,-97.08314,-444.1172,-1233.585,-72.48191,-486.3399,-1198.251,180.8026,-108.3794,-1419.423,238.5301,-313.4799,-1366.625,202.0391,-440.3878,-1234.043,143.4015,-463.5228,-1179.623,,,,,,,,,,,,
2015-01-23 10:46:01.910,-4.147536,173.9242,-1403.07,13.8915,-17.29802,-1435.516,-153.7787,-117.0189,-1438.418,-170.9814,-317.3188,-1348.987,-95.84647,-442.5148,-1232.93,-70.80148,-484.2468,-1197.222,180.9755,-108.3751,-1418.538,238.3459,-313.3146,-1365.669,189.3918,-482.1754,-1234.064,126.712,-448.0136,-1193.545,,,,,,,,,,,,
2015-01-23 10:46:01.988,-3.811779,173.7403,-1402.654,14.00256,-17.26441,-1435.465,-153.6796,-116.8448,-1438.667,-171.0256,-317.266,-1349.171,-95.61932,-442.0738,-1232.676,-70.48388,-483.6764,-1196.823,181.0559,-108.2536,-1418.247,238.3744,-313.2496,-1365.123,188.6246,-481.4108,-1232.361,125.9217,-447.3411,-1192.473,,,,,,,,,,,,
2015-01-23 10:46:02.056,-3.694675,173.6328,-1402.403,14.06711,-17.29815,-1435.473,-153.8951,-117.8866,-1437.07,-171.0755,-317.2833,-1349.235,-94.83208,-441.0265,-1232.039,-69.41759,-482.2742,-1195.953,181.0523,-108.1824,-1418.085,238.231,-313.1242,-1364.821,188.5264,-481.4035,-1232.011,125.9287,-447.3397,-1192.355,,,,,,,,,,,,
2015-01-23 10:46:02.140,-3.829247,173.3936,-1402.091,14.11209,-17.31397,-1435.494,-154.048,-118.8343,-1435.839,-171.1493,-317.3131,-1349.333,-94.57063,-440.5302,-1231.738,-69.0444,-481.6026,-1195.519,181.0204,-108.2434,-1417.75,238.2791,-313.0154,-1364.623,203.3622,-443.4769,-1234.797,146.1074,-464.9218,-1181.462,,,,,,,,,,,,
2015-01-23 10:46:02.222,-3.746244,173.334,-1401.898,14.1509,-17.38315,-1435.464,-154.0457,-119.0526,-1435.665,-171.183,-317.3299,-1349.39,-95.25761,-441.4003,-1232.323,-69.94917,-482.7571,-1196.281,181.009,-108.226,-1417.65,238.3541,-312.9186,-1364.555,189.939,-443.0085,-1239.071,126.0664,-443.3985,-1189.415,,,,,,,,,,,,
2015-01-23 10:46:02.286,-3.720932,173.2632,-1401.82,14.15034,-17.41192,-1435.457,-154.1911,-119.3426,-1435.26,-171.2003,-317.3145,-1349.525,-95.29481,-441.3035,-1232.367,-69.99299,-482.6332,-1196.296,181.0122,-108.2327,-1417.551,238.3355,-312.9224,-1364.466,189.7655,-441.8141,-1237.737,125.9659,-443.5971,-1188.369,,,,,,,,,,,,
2015-01-23 10:46:02.442,-3.771552,173.2452,-1401.579,14.15169,-17.50562,-1435.413,-153.9739,-118.2973,-1437.016,-171.2547,-317.3394,-1349.636,-95.87769,-441.6892,-1232.51,-70.75204,-483.1392,-1196.451,181.0011,-108.2532,-1417.446,238.2528,-312.9414,-1364.321,190.4581,-482.1785,-1240.097,130.6751,-449.6482,-1197.4,,,,,,,,,,,,
2015-01-23 10:46:02.551,-4.096196,172.8033,-1400.974,14.09573,-17.70127,-1435.536,-154.0592,-118.8421,-1436.701,-171.4007,-317.4507,-1349.89,-94.75082,-440.3573,-1231.956,-69.20084,-481.3262,-1195.628,180.9601,-108.2205,-1417.413,238.1713,-312.8602,-1364.335,187.2108,-480.2944,-1228.508,125.3097,-446.5431,-1190.779,,,,,,,,,,,,
2015-01-23 10:46:02.640,-4.279971,172.7113,-1400.806,13.98493,-17.82964,-1435.541,-154.2473,-119.1174,-1436.549,-171.4231,-317.4934,-1349.997,-95.32555,-440.6855,-1232.015,-69.9597,-481.7496,-1195.671,180.87,-108.1778,-1417.362,238.1281,-312.7881,-1364.349,187.5072,-480.1982,-1229.23,125.7919,-446.7159,-1191.2,,,,,,,,,,,,
