t,x1,y1,z1,x2,y2,z2,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,gameNum,roundNum,difficulty,totalEggs,lhTime,lhCaughtEggs,rhTime,rhCaughtEggs,rhDominant,xScale,yScale,timeScale
2015-01-08 11:13:55.275,-769.0026,660.9708,-1662.478,-770.7685,547.1666,-1740.748,-854.4655,482.1504,-1697.321,-851.0582,284.7123,-1651.96,-859.9794,85.7692,-1637.363,-825.0575,24.2319,-1643.226,-639.468,486.8605,-1814.547,-615.9844,314.4333,-1892.365,-629.2891,168.8111,-1949.711,-635.3162,119.46,-1957.926,,,,,,,,,,,,
2015-01-08 11:13:55.365,-770.9182,656.5018,-1661.678,-770.7975,547.3751,-1737.89,-854.6147,481.3705,-1693.852,-852.3619,293.8784,-1643.054,-856.7182,85.74067,-1636.313,-824.7614,49.15023,-1642.389,-639.6266,486.8902,-1811.385,-617.0031,306.25,-1894.493,-639.8607,141.5699,-1953.334,-660.7157,91.63713,-1957.793,,,,,,,,,,,,
2015-01-08 11:13:55.475,-769.8082,654.6536,-1663.556,-770.8868,547.3655,-1738.533,-854.6036,481.1052,-1694.149,-855.8861,322.4971,-1654.67,-848.0205,114.8494,-1645.483,-858.7079,52.01896,-1639.249,-639.8928,486.8017,-1811.646,-616.7745,306.7522,-1894.736,-641.437,139.9655,-1952.58,-661.1146,91.83353,-1957.433,,,,,,,,,,,,
2015-01-08 11:13:55.591,-769.5272,653.1323,-1662.848,-771.7042,547.381,-1738.141,-854.6938,481.3175,-1693.145,-852.9286,308.9369,-1643.895,-853.0944,96.77093,-1638.787,-835.4734,54.42392,-1642.634,-640.9885,487.3775,-1810.413,-617.8274,304.5063,-1897.988,-646.7822,146.1906,-1942.945,-665.0341,102.1104,-1947.42,,,,,,,,,,,,
2015-01-08 11:13:55.687,-769.5001,652.5611,-1662.66,-771.9482,547.3141,-1738.035,-854.7252,481.478,-1692.865,-853.1738,308.0857,-1643.713,-853.3994,94.42947,-1638.353,-835.9774,18.42029,-1643.329,-641.4655,487.4759,-1810.249,-615.092,306.629,-1900.154,-651.7037,139.785,-1941.43,-669.8835,95.66185,-1945.981,,,,,,,,,,,,
2015-01-08 11:13:55.756,-767.918,651.7402,-1666.086,-772.403,547.2504,-1740.313,-855.1302,481.2861,-1695.044,-851.7388,279.4315,-1645.852,-855.6975,76.74211,-1637.032,-856.2123,32.21564,-1644.635,-642.6573,487.8431,-1812.372,-611.5052,314.0381,-1904.185,-662.6827,118.0461,-1942.161,-681.8541,69.92373,-1947.704,,,,,,,,,,,,
2015-01-08 11:13:55.829,-767.933,650.8708,-1665.662,-772.2219,547.1618,-1740.013,-854.5587,481.2193,-1694.886,-847.9936,278.6083,-1646.709,-869.3188,112.7009,-1630.778,-880.9641,70.15292,-1636.741,-651.4399,466.7168,-1802.217,-622.369,307.063,-1895.491,-640.5647,165.4115,-1936.686,-658.6746,121.47,-1941.196,,,,,,,,,,,,
2015-01-08 11:13:55.939,-770.2712,641.9264,-1671.508,-770.141,544.8469,-1738.739,-848.2786,496.6964,-1697.279,-834.6672,316.7441,-1651.207,-864.6202,173.5243,-1636.094,-877.5199,132.1579,-1641.491,-658.2979,458.6652,-1795.291,-597.6899,350.3905,-1888.719,-610.4447,215.6004,-1935.349,-614.6964,170.6704,-1953.949,,,,,,,,,,,,
2015-01-08 11:13:56.043,-783.086,632.9141,-1676.915,-780.329,529.2442,-1728.859,-854.8266,453.6381,-1671.393,-844.7206,312.7597,-1641.236,-810.174,500.544,-1613.694,-752.9807,492.3828,-1604.417,-705.6689,488.722,-1764.479,-584.9798,451.3744,-1811.156,-682.4721,348.7267,-1810.074,-714.9696,314.5108,-1812.718,,,,,,,,,,,,
2015-01-08 11:14:04.382,-53.60417,228.7951,-1361.894,-62.76133,56.95886,-1454.626,-295.1612,36.4152,-1496.171,-338.9768,-105.4628,-1297.709,-316.8229,-262.6944,-1158.296,-309.4383,-315.1049,-1114.896,147.0467,-1.870407,-1456.167,230.5801,-145.976,-1274.25,253.9414,-268.2803,-1067.347,208.5636,-277.8657,-999.4327,,,,,,,,,,,,
2015-01-08 11:14:04.468,-53.59684,228.758,-1362.866,-61.20022,58.55756,-1457.746,-295.0756,36.55504,-1496.699,-329.1436,-152.5254,-1365.665,-316.2473,-265.8328,-1157.045,-335.0388,-199.3941,-1161.061,148.114,-3.400428,-1455.353,200.5021,-146.9403,-1237.565,194.401,-230.6827,-1058.255,174.1122,-265.0871,-976.8439,,,,,,,,,,,,
2015-01-08 11:14:04.548,-53.65396,228.9496,-1363.379,-60.80576,59.18737,-1458.19,-295.1579,36.51108,-1496.792,-336.2967,-203.175,-1383.286,-316.2253,-268.1307,-1155.08,-334.9843,-199.4394,-1160.484,148.4138,-4.219609,-1454.525,240.419,-180.8081,-1257.51,255.4773,-281.5656,-1046.893,206.8161,-291.8978,-973.137,,,,,,,,,,,,
2015-01-08 11:14:04.638,-53.62787,229.1054,-1364.412,-59.83085,60.86372,-1460.152,-295.0869,36.50219,-1496.881,-331.2858,-185.7855,-1349.366,-316.7297,-267.0078,-1156.549,-330.5674,-211.1985,-1145.602,148.821,-4.985045,-1453.75,204.5127,-145.8489,-1228.322,194.4522,-238.0421,-1042.546,174.3271,-271.08,-965.481,,,,,,,,,,,,
2015-01-08 11:14:04.724,-53.65871,229.2451,-1365.016,-59.55618,61.37626,-1460.633,-295.1725,35.49465,-1496.443,-321.2256,-177.852,-1326.053,-316.8965,-272.4848,-1146.73,-333.3972,-203.3389,-1157.066,148.7901,-5.46454,-1452.982,199.6949,-148.3552,-1236.446,195.8961,-231.9242,-1051.408,176.5286,-264.5059,-975.6968,,,,,,,,,,,,
2015-01-08 11:14:04.836,-53.5596,229.4315,-1366.965,-58.81205,61.61607,-1459.327,-295.0547,35.66334,-1496.711,-324.3507,-176.1084,-1338.653,-317.1734,-267.431,-1158.398,-334.8376,-199.7131,-1162.615,148.7586,-5.525586,-1452.978,199.6582,-149.0468,-1235.819,195.5717,-229.4156,-1055.719,177.1418,-261.6543,-981.2762,,,,,,,,,,,,
2015-01-08 11:14:04.913,-53.17711,230.2383,-1368.8,-58.88026,61.6272,-1459.217,-295.0833,35.57228,-1496.731,-322.2837,-176.6779,-1345.71,-316.8154,-268.4114,-1157.546,-314.9927,-298.9892,-1097.937,148.6634,-5.514407,-1453.118,199.9872,-147.997,-1235.455,195.2811,-228.8197,-1058.546,177.2775,-260.7058,-984.7526,,,,,,,,,,,,
2015-01-08 11:14:04.998,-52.65853,230.447,-1369.964,-58.79324,60.89106,-1457.908,-294.8889,35.49266,-1496.68,-321.8549,-174.7927,-1347.163,-316.5158,-269.3294,-1156.132,-335.1619,-199.0276,-1163.359,146.9546,-3.759436,-1455.842,195.3603,-151.8533,-1243.438,195.1478,-225.7915,-1065.311,177.6796,-257.1331,-991.6229,,,,,,,,,,,,
2015-01-08 11:14:05.170,-51.78019,230.2354,-1370.212,-58.12692,60.60704,-1457.235,-294.5424,35.3803,-1496.477,-309.0004,-179.846,-1365.307,-316.4767,-269.0461,-1156.295,-318.9687,-298.7795,-1089.733,145.1,-1.258631,-1459.253,222.4674,-165.1062,-1278.349,256.1031,-276.097,-1054.968,210.9655,-285.7049,-988.5081,,,,,,,,,,,,
2015-01-08 11:14:05.310,-51.60007,230.9619,-1371.664,-57.43472,62.00029,-1458.964,-294.4996,35.54578,-1496.677,-317.8609,-171.2225,-1358.772,-315.7345,-270.3965,-1155.412,-315.0258,-303.4544,-1090.738,144.3078,1.091291,-1462.51,219.1191,-163.7987,-1286.663,241.6174,-229.3371,-1114.032,212.2101,-252.1621,-1043.031,,,,,,,,,,,,
2015-01-08 11:14:05.440,-51.68419,231.5821,-1372.756,-56.94338,63.18804,-1460.464,-294.6045,35.27835,-1496.586,-318.6791,-160.765,-1345.701,-315.9105,-269.9475,-1155.611,-336.3142,-196.8829,-1165.915,144.2097,0.9630782,-1462.426,219.2121,-162.047,-1287.932,244.0333,-229.6498,-1110.371,213.7767,-252.4558,-1040.235,,,,,,,,,,,,
2015-01-08 11:14:05.564,-51.69571,231.8265,-1373.44,-56.41439,63.89457,-1461.687,-294.6677,35.08083,-1496.573,-318.6596,-159.697,-1348.025,-316.4891,-267.1022,-1155.806,-315.7656,-302.904,-1094.858,144.6835,-0.6105519,-1460.646,220.9047,-159.5475,-1286.098,245.7703,-229.2481,-1108.049,215.0205,-252.1486,-1038.721,,,,,,,,,,,,
2015-01-08 11:14:05.667,-51.69743,231.8317,-1373.524,-56.25371,64.13706,-1462.053,-294.753,34.44345,-1496.198,-321.4976,-162.6303,-1344.934,-315.9024,-269.2418,-1154.328,-314.0374,-304.779,-1093.921,145.2414,-1.389167,-1459.937,222.5448,-161.7256,-1281.776,182.9462,-248.547,-1053.087,163.8229,-271.1724,-978.415,,,,,,,,,,,,
2015-01-08 11:14:05.739,-51.70284,231.8392,-1373.54,-56.33723,64.39163,-1462.538,-294.7723,34.67228,-1496.35,-320.5604,-164.3372,-1349.943,-315.6959,-269.8397,-1154.234,-314.0743,-305.0073,-1092.13,145.6851,-1.850006,-1459.422,223.5152,-160.0988,-1281.152,246.5364,-230.9595,-1105.132,214.614,-254.2088,-1035.397,,,,,,,,,,,,
2015-01-08 11:14:05.820,-51.76614,231.7407,-1373.505,-56.28032,64.41087,-1462.663,-294.803,34.78962,-1496.529,-320.4655,-163.0421,-1350.039,-315.6928,-270.0899,-1154.409,-332.5988,-205.7506,-1156.665,145.5973,-2.06379,-1459.17,220.8757,-163.376,-1284.186,246.5265,-230.9991,-1105.184,214.717,-254.1371,-1035.611,,,,,,,,,,,,
2015-01-08 11:14:05.933,-51.88526,231.6663,-1373.409,-56.10604,64.68002,-1463.352,-294.7526,34.98648,-1496.761,-317.511,-167.9624,-1360.532,-315.6682,-270.196,-1154.193,-332.351,-206.5899,-1155.159,145.7828,-2.538694,-1458.478,220.3607,-164.8886,-1286.203,246.7688,-228.4422,-1106.921,215.3046,-252.0301,-1037.676,,,,,,,,,,,,
2015-01-08 11:14:06.035,-51.97688,231.6078,-1373.179,-56.23546,64.76975,-1463.657,-294.6994,34.98658,-1496.838,-320.5251,-161.5412,-1352.884,-316.5586,-267.475,-1154.73,-333.9297,-202.1203,-1160.815,145.3793,-2.19668,-1458.897,220.1156,-161.933,-1285.707,246.9244,-229.1532,-1105.995,215.4067,-252.5189,-1036.99,,,,,,,,,,,,
2015-01-08 11:14:06.184,-52.11754,230.9059,-1372.358,-56.26626,65.16946,-1464.867,-294.5917,34.88435,-1496.88,-318.8445,-172.0891,-1351.598,-317.2053,-267.4833,-1155.727,-316.6588,-299.2814,-1093.587,145.6978,-2.461738,-1458.778,190.9708,-149.6163,-1253.967,158.1507,-229.0238,-1046.108,151.1927,-263.2128,-972.145,,,,,,,,,,,,
2015-01-08 11:14:06.287,-52.03463,230.5388,-1371.917,-56.33201,65.30013,-1465.471,-294.6216,34.03306,-1496.37,-321.2319,-175.8699,-1348.042,-317.1202,-268.0193,-1157.548,-334.7859,-199.8751,-1162.833,145.5014,-2.155245,-1459.264,226.8457,-168.3571,-1275.269,246.7507,-236.8439,-1096.785,214.6833,-260.1967,-1024.609,,,,,,,,,,,,
2015-01-08 11:14:06.433,-52.11825,230.0706,-1370.897,-56.46989,65.18825,-1465.708,-294.6184,33.70892,-1496.332,-322.7487,-166.5295,-1337.1,-317.5664,-266.3746,-1157.171,-334.7918,-199.8534,-1163.074,146.1438,-3.062001,-1458.44,192.1612,-148.0003,-1251.773,196.0155,-219.453,-1074.902,178.5055,-251.7066,-1001.62,,,,,,,,,,,,
2015-01-08 11:14:06.523,-52.34031,229.7063,-1370.112,-56.45473,65.03568,-1465.71,-294.5767,33.80504,-1496.438,-319.9584,-172.7201,-1347.517,-317.5236,-266.5885,-1157.016,-334.7665,-199.9528,-1163.427,146.3662,-3.554402,-1458.07,225.601,-170.9087,-1278.238,248.1225,-231.5938,-1099.227,215.72,-255.6962,-1028.117,,,,,,,,,,,,
2015-01-08 11:14:06.613,-52.2906,229.2349,-1369.103,-56.57363,64.92468,-1465.835,-294.4713,33.82518,-1496.46,-316.2654,-178.3549,-1358.478,-317.2965,-268.2234,-1156.253,-317.6402,-298.1796,-1092.006,146.3448,-3.396796,-1458.324,227.393,-167.5039,-1277.709,247.8539,-231.5342,-1100.534,215.4874,-255.4655,-1029.635,,,,,,,,,,,,
2015-01-08 11:14:06.735,-52.15971,229.0782,-1368.476,-56.72181,64.77564,-1465.771,-294.4073,33.9687,-1496.596,-321.1635,-169.3059,-1347.342,-317.3504,-267.9299,-1155.297,-316.0793,-300.8046,-1094.445,146.4151,-3.471804,-1458.399,225.9917,-166.8823,-1278.327,247.7073,-231.0489,-1102.41,215.323,-254.7589,-1031.781,,,,,,,,,,,,
2015-01-08 11:14:06.872,-51.74772,228.6768,-1367.755,-57.01233,64.20719,-1465.654,-294.418,33.94511,-1496.628,-322.1682,-164.1026,-1341.865,-316.4154,-270.0239,-1154.396,-314.4978,-305.3309,-1095.071,146.2428,-3.027343,-1459.162,225.831,-164.0908,-1278.514,247.8891,-232.2363,-1100.796,214.6831,-255.8505,-1030.813,,,,,,,,,,,,
