t,x1,y1,z1,x2,y2,z2,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,gameNum,roundNum,difficulty,totalEggs,lhTime,lhCaughtEggs,rhTime,rhCaughtEggs,rhDominant,xScale,yScale,timeScale
2015-01-13 12:14:52.121,26.23638,218.4003,-1327.033,21.2267,44.42148,-1371.105,-132.9264,-48.6938,-1359.154,-158.6787,-257.749,-1295.098,-79.73404,-371.1814,-1170.079,-89.73757,-431.952,-1122.734,179.6733,-58.17785,-1338.74,204.9432,-263.3779,-1278.92,85.38541,-350.0837,-1166.141,134.1241,-397.2244,-1128.233,,,,,,,,,,,,
2015-01-13 12:14:52.210,26.06902,218.424,-1327.183,21.22301,44.44438,-1371.17,-133.0458,-49.12996,-1358.914,-158.4281,-258.012,-1294.751,-80.03716,-372.427,-1170.139,-88.87128,-431.8568,-1123.925,179.7046,-57.87681,-1338.798,204.8552,-262.0858,-1278.318,84.08849,-348.3651,-1166.202,131.0526,-394.7975,-1129.0,,,,,,,,,,,,
2015-01-13 12:14:52.285,25.96465,218.0896,-1327.11,21.23798,44.44326,-1371.198,-133.2591,-49.79008,-1358.626,-160.2025,-256.4555,-1296.671,-75.63036,-380.8863,-1165.577,-92.12866,-428.8705,-1125.161,179.7227,-57.80133,-1338.774,204.5065,-261.748,-1277.727,84.04796,-348.4662,-1166.174,130.8256,-394.9102,-1128.567,,,,,,,,,,,,
2015-01-13 12:14:52.360,25.94124,218.0755,-1327.118,21.24699,44.45185,-1371.181,-133.2581,-49.77498,-1358.603,-160.9773,-255.8157,-1297.46,-78.90199,-373.0564,-1170.632,-91.84984,-428.651,-1124.682,179.7113,-57.72692,-1338.709,204.5192,-261.8979,-1277.693,83.41748,-347.2626,-1166.017,129.5673,-394.3627,-1127.574,,,,,,,,,,,,
2015-01-13 12:14:52.433,25.96856,218.1629,-1327.13,21.24142,44.48315,-1371.187,-133.3495,-49.92752,-1358.568,-161.6506,-255.2647,-1298.071,-80.63866,-370.5318,-1172.568,-58.06808,-419.1917,-1150.235,179.7071,-57.67466,-1338.698,204.3367,-261.9226,-1277.266,89.47638,-361.7984,-1166.509,137.5559,-405.2933,-1122.055,,,,,,,,,,,,
2015-01-13 12:14:52.493,25.80457,218.2957,-1327.093,21.25645,44.50025,-1371.178,-133.3784,-49.9834,-1358.062,-162.1093,-254.9286,-1298.468,-82.07355,-368.5228,-1174.146,-61.91605,-418.1483,-1148.65,179.7118,-57.65213,-1338.627,204.1719,-261.8508,-1276.917,94.13545,-370.7012,-1167.299,142.4199,-411.3918,-1117.757,,,,,,,,,,,,
2015-01-13 12:14:52.567,25.72521,218.2524,-1327.149,21.2993,44.5091,-1371.193,-133.3627,-50.02068,-1358.002,-162.3452,-254.7106,-1298.8,-80.691,-365.5932,-1174.007,-60.14194,-417.126,-1150.494,179.7672,-57.57023,-1338.625,204.1146,-261.6262,-1276.768,95.74517,-372.9745,-1167.467,144.3768,-413.3659,-1115.994,,,,,,,,,,,,
2015-01-13 12:14:52.651,25.57358,218.0599,-1326.986,21.25613,44.55219,-1371.219,-133.3847,-50.3839,-1357.471,-162.5937,-254.6619,-1298.964,-74.718,-377.6011,-1166.883,-63.83007,-430.0482,-1137.915,179.7917,-57.55693,-1338.581,204.1736,-261.7245,-1276.702,89.85171,-360.0114,-1167.01,140.7695,-406.3717,-1121.775,,,,,,,,,,,,
2015-01-13 12:14:52.728,25.5782,217.7462,-1326.658,21.24308,44.56297,-1371.236,-133.3403,-50.33342,-1357.512,-161.0627,-256.1476,-1297.37,-78.37132,-370.7888,-1172.081,-81.34238,-424.1251,-1135.385,179.8209,-57.49863,-1338.549,204.0516,-261.7062,-1276.633,92.77101,-367.0241,-1167.095,147.4331,-411.0837,-1120.775,,,,,,,,,,,,
2015-01-13 12:14:52.842,25.46381,217.574,-1326.443,21.32275,44.56633,-1371.224,-133.2499,-50.7655,-1356.779,-159.44,-257.6889,-1295.418,-73.22265,-380.1597,-1165.509,-89.51847,-429.8521,-1131.214,179.823,-57.3427,-1338.523,204.0591,-261.9523,-1276.555,94.96857,-371.0537,-1167.421,151.241,-413.181,-1120.329,,,,,,,,,,,,
2015-01-13 12:14:52.926,25.52122,217.6569,-1326.308,21.37053,44.58117,-1371.239,-133.1301,-50.70583,-1356.755,-160.5879,-256.8584,-1296.855,-81.04842,-369.9717,-1172.844,-92.14568,-430.1642,-1122.779,179.8761,-57.28433,-1338.521,203.8978,-262.0579,-1276.524,88.97839,-354.7794,-1164.872,130.9576,-407.8115,-1116.863,,,,,,,,,,,,
2015-01-13 12:14:52.995,25.65436,217.4898,-1326.187,21.25695,44.6312,-1371.295,-133.0977,-50.63952,-1356.953,-161.4799,-255.6493,-1298.215,-73.38322,-380.2889,-1165.689,-92.82327,-428.2858,-1126.865,179.9059,-57.25595,-1338.576,203.7513,-262.1532,-1276.403,93.88065,-363.575,-1167.531,142.0354,-410.3615,-1118.608,,,,,,,,,,,,
2015-01-13 12:14:53.064,25.78058,218.1218,-1326.124,21.34918,44.6411,-1371.303,-133.0877,-50.42869,-1357.381,-162.3562,-254.7955,-1299.303,-78.51786,-372.7471,-1170.951,-92.95817,-430.3206,-1122.751,179.9388,-57.21397,-1338.635,203.7672,-262.2295,-1276.404,85.34397,-351.7014,-1165.962,135.7288,-401.9628,-1123.899,,,,,,,,,,,,
2015-01-13 12:14:53.134,26.10961,218.6838,-1325.928,21.4878,44.71008,-1371.073,-132.6491,-50.60216,-1356.51,-162.5787,-254.5531,-1298.92,-76.80062,-373.0602,-1167.358,-94.15302,-428.5828,-1124.838,179.9816,-57.1603,-1338.707,203.7968,-262.1217,-1276.427,83.82761,-349.0902,-1165.704,135.3685,-399.6747,-1126.148,,,,,,,,,,,,
2015-01-13 12:14:53.199,26.34733,219.3571,-1325.881,21.64174,44.776,-1370.941,-132.4526,-50.7151,-1356.071,-162.8239,-254.4055,-1298.646,-78.37842,-367.2194,-1169.864,-94.64484,-427.6796,-1125.88,180.0263,-57.0445,-1338.865,203.8049,-262.1878,-1276.429,94.13977,-364.3413,-1167.47,143.2538,-409.9024,-1120.271,,,,,,,,,,,,
2015-01-13 12:14:53.304,26.47557,219.6552,-1325.809,21.85236,44.74363,-1370.844,-131.7806,-50.34466,-1355.531,-160.1571,-255.8408,-1294.323,-77.09039,-368.0224,-1168.193,-86.98721,-424.6564,-1129.579,180.0877,-57.05024,-1338.968,203.6985,-262.7238,-1276.473,87.6265,-355.5718,-1166.427,139.8088,-403.8779,-1125.681,,,,,,,,,,,,
2015-01-13 12:14:53.380,26.55404,219.8025,-1325.754,22.03452,44.75006,-1370.718,-131.6735,-50.40577,-1355.279,-160.6862,-255.3488,-1294.729,-67.73179,-372.067,-1162.481,-89.72275,-424.6129,-1129.562,180.1441,-57.05838,-1339.03,203.6635,-262.936,-1276.436,86.73436,-354.5718,-1166.245,142.6925,-402.5445,-1129.759,,,,,,,,,,,,
2015-01-13 12:14:53.461,26.74642,219.8442,-1325.516,22.15288,44.75028,-1370.628,-131.5669,-50.70433,-1354.821,-161.3161,-254.8926,-1295.178,-71.67928,-372.2931,-1163.652,-92.33679,-426.7021,-1124.306,180.2453,-57.11287,-1339.114,203.6813,-263.1436,-1276.51,86.08884,-353.7015,-1166.113,140.9644,-401.7678,-1128.921,,,,,,,,,,,,
2015-01-13 12:14:53.571,26.85749,219.8002,-1325.205,22.21375,44.70956,-1370.552,-131.4059,-50.96788,-1354.075,-159.2823,-256.7465,-1292.525,-76.14978,-382.5258,-1159.612,-94.18625,-428.0863,-1122.867,180.2596,-57.13817,-1339.134,203.7197,-263.2276,-1276.672,83.99559,-350.6532,-1166.01,138.886,-400.1288,-1128.519,,,,,,,,,,,,
