Date,Time,Head_x,Head_y,Head_z,Neck_x,Neck_y,Neck_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,LeftElbow_x,LeftElbow_y,LeftElbow_z,LeftWrist_xLeftWrist_y,,LeftWrist_z,LeftHand_x,LeftHand_y,LeftHand_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,RightElbow_x,RightElbow_y,RightElbow_z,RightWrist_x,RightWrist_y,RightWrist_z,RightHand_x,RightHand_y,RightHand_z,,,
2015-01-12,11:33:34.506,-118.0806,299.6841,-1324.67,-91.54811,148.2149,-1392.537,-228.2934,93.66691,-1423.459,-261.9527,-124.3109,-1435.24,-243.4342,-293.1635,-1417.611,-237.2613,-349.4477,-1414.604,32.20089,115.711,-1433.707,134.8361,-59.91382,-1471.025,271.3037,-132.3141,-1391.207,350.0742,-168.2873,-1294.326,,,
2015-01-12,11:33:34.567,-120.7444,299.1134,-1323.515,-94.68323,147.0992,-1390.438,-230.3822,93.5608,-1421.125,-262.8633,-122.7619,-1434.381,-243.4413,-291.6073,-1419.416,-236.9673,-347.8891,-1417.297,31.61097,115.8102,-1433.583,137.5862,-63.60432,-1481.206,269.2945,-163.0934,-1431.592,351.5905,-185.3042,-1331.373,,,
2015-01-12,11:33:34.644,-122.24,297.9698,-1319.461,-95.96066,147.1089,-1388.605,-231.2063,94.17419,-1418.84,-263.8392,-121.381,-1433.732,-244.5081,-290.2774,-1419.844,-238.0645,-346.5762,-1418.084,30.83685,116.7127,-1433.84,131.0454,-53.23268,-1490.448,253.707,-156.085,-1403.641,322.6191,-191.5122,-1351.03,,,
2015-01-12,11:33:34.713,-123.3742,296.976,-1317.154,-96.57798,146.4942,-1386.594,-231.5789,93.87794,-1416.625,-263.7938,-120.5328,-1432.227,-245.0206,-289.5698,-1421.234,-238.7629,-345.9154,-1420.439,30.14306,117.7039,-1433.802,121.9003,-43.97261,-1491.231,222.7328,-172.9096,-1436.364,279.6193,-182.7678,-1358.227,,,
2015-01-12,11:33:34.781,-124.5523,297.2193,-1314.277,-98.699,146.7661,-1380.852,-233.4864,94.48866,-1410.669,-263.4416,-122.1402,-1431.187,-245.1357,-291.2413,-1420.521,-239.0337,-347.6083,-1419.836,27.87429,119.2983,-1432.233,114.1409,-39.4682,-1488.821,205.2977,-178.5593,-1444.454,249.5112,-175.0089,-1361.939,,,
2015-01-12,11:33:34.850,-127.3216,297.8026,-1310.307,-101.4056,146.7751,-1374.006,-236.0414,94.6982,-1403.754,-266.6523,-71.70372,-1404.245,-253.0239,-236.5188,-1435.377,-248.4811,-291.4571,-1448.623,26.19633,121.6984,-1429.658,107.7218,-35.0076,-1484.562,194.6347,-178.8979,-1450.055,240.5291,-175.5802,-1360.307,,,
2015-01-12,11:33:34.949,-130.8527,295.5198,-1304.578,-101.5732,146.0373,-1371.182,-236.1488,94.03447,-1400.9,-269.2766,-73.14187,-1407.735,-250.0728,-239.0665,-1431.107,-252.3296,-245.3922,-1412.942,24.81155,122.4065,-1427.142,104.5725,-33.61325,-1482.412,189.5229,-179.2529,-1451.557,235.595,-175.2822,-1361.358,,,
2015-01-12,11:33:35.044,-134.5633,291.0772,-1295.305,-105.0636,142.2513,-1365.408,-239.5679,90.33786,-1395.123,-287.0458,-69.03218,-1413.578,-244.2296,-232.4316,-1424.206,-252.3073,-247.7024,-1410.386,22.47539,122.3015,-1423.116,103.711,-33.84064,-1480.846,191.7847,-175.7963,-1440.707,241.6015,-177.1413,-1359.859,,,
2015-01-12,11:33:35.118,-137.3551,286.9463,-1287.787,-109.2185,137.068,-1358.856,-243.6978,85.18889,-1388.552,-292.3323,-73.5835,-1407.874,-238.9985,-233.0694,-1423.871,-252.6398,-249.4863,-1407.92,21.18405,120.473,-1419.4,103.6387,-34.49228,-1480.267,197.8591,-171.6443,-1437.056,251.4292,-179.9647,-1361.579,,,
2015-01-12,11:33:35.197,-138.068,285.0753,-1284.097,-109.5971,136.7594,-1357.787,-244.0732,84.88389,-1387.478,-293.3962,-72.95911,-1409.556,-239.2606,-232.6237,-1421.985,-252.342,-249.6682,-1407.193,20.50841,119.5409,-1417.792,103.8741,-35.17763,-1479.392,202.4242,-168.9903,-1435.459,264.6744,-185.6148,-1360.602,,,
2015-01-12,11:33:35.295,-138.1905,283.9173,-1281.088,-124.5716,125.8395,-1342.911,-259.0376,73.97912,-1372.588,-282.8386,-81.11564,-1420.617,-239.1873,-245.2081,-1413.979,-232.7052,-318.0993,-1408.665,20.20068,117.3803,-1415.367,105.6045,-38.44574,-1475.017,210.7397,-167.853,-1434.225,297.3585,-194.3371,-1343.792,,,
2015-01-12,11:33:35.363,-137.2275,282.8509,-1279.587,-116.7147,127.9863,-1347.503,-251.1803,76.12642,-1377.18,-288.4573,-79.77937,-1416.15,-235.529,-240.9099,-1414.768,-251.3904,-248.1245,-1408.393,20.72442,116.1185,-1413.985,108.7486,-42.56546,-1471.876,223.9358,-162.1637,-1427.989,309.562,-195.7122,-1335.206,,,
2015-01-12,11:33:35.462,-134.3422,282.5799,-1278.25,-114.5385,129.3906,-1348.252,-249.0039,77.53091,-1377.929,-296.4003,-73.44344,-1422.268,-237.4868,-232.5589,-1413.95,-251.0915,-248.7828,-1408.391,22.04369,113.7348,-1412.665,128.9066,-60.27842,-1473.881,260.997,-133.0528,-1384.858,324.8721,-173.6861,-1294.331,,,
2015-01-12,11:33:35.552,-129.8099,282.6236,-1278.454,-111.819,129.5497,-1349.401,-249.5019,71.26721,-1382.254,-265.8985,-116.8503,-1413.336,-238.9985,-282.8595,-1427.377,-230.0318,-338.1959,-1434.925,24.36675,112.0683,-1412.241,146.1936,-62.34729,-1471.285,274.0443,-116.6544,-1343.675,324.9136,-168.3488,-1228.547,,,
2015-01-12,11:33:35.626,-127.9053,282.9236,-1278.872,-107.6475,130.9626,-1349.88,-248.6775,69.1123,-1383.755,-263.3111,-118.0654,-1415.14,-242.4142,-285.2392,-1426.918,-235.4486,-340.9637,-1433.712,28.771,110.6014,-1411.591,158.3107,-56.76169,-1458.292,289.649,-124.6003,-1292.953,312.6313,-180.4929,-1209.648,,,
2015-01-12,11:33:35.695,-126.4369,283.5341,-1279.588,-101.9041,132.9138,-1350.505,-246.0525,68.29781,-1385.333,-262.5404,-120.1145,-1417.886,-243.3118,-287.9623,-1425.395,-236.9022,-343.9116,-1430.765,34.7768,109.4716,-1410.071,167.8986,-57.3869,-1432.891,283.3111,-137.034,-1277.068,297.1331,-200.4462,-1195.741,,,
2015-01-12,11:33:35.766,-125.8317,283.4876,-1279.519,-100.8552,132.9528,-1350.093,-245.4225,67.46844,-1385.37,-271.0739,-91.24657,-1422.766,-238.4658,-257.7736,-1414.794,-227.5964,-313.2826,-1415.004,36.3202,108.6371,-1408.801,167.0435,-60.40936,-1432.631,279.3351,-140.9992,-1276.406,293.2681,-206.9346,-1192.289,,,
2015-01-12,11:33:35.858,-121.4105,282.2376,-1277.159,-97.54896,132.3776,-1348.3,-244.5035,64.56709,-1385.021,-273.7133,-94.13786,-1420.586,-239.187,-260.0879,-1419.721,-227.6782,-315.4046,-1422.3,40.89901,103.2215,-1407.211,165.9569,-64.08109,-1431.264,273.2597,-143.9647,-1278.747,291.484,-208.3563,-1190.521,,,
2015-01-12,11:33:35.929,-117.209,281.2566,-1275.119,-92.72456,131.3026,-1347.328,-244.6114,64.16023,-1384.409,-261.8531,-126.5941,-1420.368,-241.6973,-294.6189,-1424.218,-234.9786,-350.6272,-1428.368,42.54284,100.9416,-1406.876,165.6752,-65.11002,-1431.627,272.3057,-146.8313,-1274.969,290.7217,-208.6169,-1189.998,,,
2015-01-12,11:33:36.021,-115.0912,280.5498,-1272.626,-91.35634,129.8575,-1344.188,-227.0779,77.03059,-1355.47,-260.3098,-126.0091,-1419.64,-244.5205,-294.3841,-1425.153,-239.2574,-350.509,-1429.858,43.88186,100.0217,-1405.388,168.9121,-65.50047,-1431.907,293.8225,-163.5101,-1260.102,326.8395,-221.62,-1207.98,,,
2015-01-12,11:33:36.105,-116.1854,279.0541,-1269.589,-90.81306,128.3869,-1342.518,-219.7679,91.13445,-1338.835,-264.1379,-63.23329,-1402.01,-249.0632,-229.7161,-1422.707,-251.0208,-249.0069,-1404.121,42.89996,100.4799,-1401.761,169.0238,-67.17007,-1438.743,317.4311,-165.9451,-1285.438,374.1845,-217.1695,-1246.564,,,
2015-01-12,11:33:36.195,-116.4698,277.3591,-1265.992,-90.58537,127.3183,-1339.175,-244.6283,60.57467,-1368.887,-270.01,-97.07156,-1409.491,-238.9581,-262.1157,-1425.331,-228.6075,-317.1304,-1433.478,42.09294,98.96058,-1399.929,171.8532,-73.4958,-1454.89,330.5672,-176.5668,-1343.537,394.91,-224.5986,-1303.967,,,
2015-01-12,11:33:36.272,-116.6589,276.1458,-1264.087,-101.1571,116.7916,-1322.442,-243.8452,57.38647,-1367.547,-262.2012,-118.6997,-1411.281,-239.4008,-284.6913,-1429.632,-231.8007,-340.0218,-1438.615,41.45336,97.45939,-1399.251,171.81,-74.66203,-1460.456,325.8072,-179.8825,-1370.162,393.9198,-228.5151,-1312.48,,,
2015-01-12,11:33:36.344,-118.1485,275.5213,-1262.052,-97.78709,121.4796,-1327.525,-242.6919,57.7763,-1364.687,-269.6581,-98.93784,-1407.008,-239.2937,-263.7132,-1425.205,-229.1723,-318.6383,-1434.137,39.06793,97.39755,-1396.551,166.9891,-74.73963,-1461.56,340.4459,-203.9023,-1375.955,392.8221,-245.6455,-1345.636,,,
2015-01-12,11:33:36.412,-123.998,276.8176,-1260.41,-125.2449,118.6094,-1312.153,-274.3209,50.08974,-1331.842,-264.1975,-113.7327,-1407.048,-240.334,-278.8456,-1429.492,-232.3796,-333.8833,-1439.839,36.13054,98.26855,-1395.093,159.5731,-76.35251,-1461.749,334.1743,-210.1865,-1387.492,371.179,-246.7138,-1372.021,,,
2015-01-12,11:33:36.483,-130.5126,276.4029,-1259.655,-115.5339,123.6919,-1323.725,-260.1671,55.97531,-1346.087,-264.0143,-114.0368,-1406.885,-242.1245,-279.196,-1430.55,-234.828,-334.2491,-1441.304,33.53328,100.1858,-1395.689,152.2597,-74.34661,-1458.54,327.022,-212.9273,-1395.482,355.9691,-257.9628,-1386.806,,,
2015-01-12,11:33:36.576,-136.7209,275.4673,-1259.05,-114.7621,125.4511,-1324.824,-259.35,57.50866,-1346.922,-291.5078,-79.90315,-1424.227,-237.0976,-240.48,-1409.265,-218.9608,-294.0057,-1407.143,28.05472,101.8258,-1394.375,149.2567,-74.9172,-1459.739,275.6444,-187.435,-1438.822,323.1812,-238.445,-1416.01,,,
