t,x1,y1,z1,x2,y2,z2,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,gameNum,roundNum,difficulty,totalEggs,lhTime,lhCaughtEggs,rhTime,rhCaughtEggs,rhDominant,xScale,yScale,timeScale
2015-01-22 11:41:29.322,-46.6171,179.6977,-1484.453,-71.87889,22.44267,-1582.249,-311.517,62.64358,-1689.93,-376.9991,-172.0828,-1615.416,-368.196,-272.546,-1398.056,-373.7016,-263.1725,-1364.155,74.69125,-21.93565,-1502.41,177.924,81.81688,-1260.134,215.4509,182.4971,-1084.46,224.405,211.6132,-1007.865,,,,,,,,,,,,
2015-01-22 11:41:29.407,-46.92553,181.571,-1491.295,-90.01741,23.92993,-1594.086,-309.4987,54.27288,-1687.752,-376.6833,-163.8946,-1631.716,-368.2448,-271.8826,-1398.821,-372.3687,-272.6488,-1363.912,81.01594,-17.47263,-1518.508,161.8621,130.6115,-1297.991,170.5518,276.8387,-1109.696,179.4226,320.1278,-1020.126,,,,,,,,,,,,
2015-01-22 11:41:29.538,-56.8224,182.8452,-1497.972,-44.62928,18.47746,-1556.861,-310.5645,51.02772,-1688.086,-376.0922,-160.4499,-1628.082,-368.6954,-268.42,-1401.217,-370.5106,-292.2247,-1352.3,76.42427,-14.18951,-1521.502,138.7988,164.663,-1330.172,131.4143,347.1465,-1135.376,130.4151,385.3317,-1080.305,,,,,,,,,,,,
2015-01-22 11:41:29.632,-77.48762,186.7628,-1509.012,-47.61306,26.39543,-1553.569,-340.7908,42.55859,-1699.95,-364.9438,-140.5292,-1634.835,-369.371,-265.6001,-1401.47,-374.7236,-243.8716,-1377.827,70.46856,18.12297,-1523.532,119.9733,192.9003,-1349.871,94.56424,377.8073,-1193.449,88.65839,423.9957,-1150.068,,,,,,,,,,,,
2015-01-22 11:41:29.710,-83.98361,187.2688,-1509.265,-50.40632,28.84825,-1551.555,-345.8262,40.07419,-1700.362,-379.4453,-141.4362,-1644.94,-369.3857,-260.9837,-1411.265,-378.0079,-229.2557,-1389.631,67.44152,21.96439,-1523.436,108.9488,215.8196,-1346.951,79.81846,383.3454,-1210.76,71.59422,436.2561,-1172.144,,,,,,,,,,,,
2015-01-22 11:41:29.782,-89.40484,188.1357,-1508.952,-52.24226,30.65051,-1550.836,-338.6239,48.44437,-1703.405,-396.7368,-126.6766,-1657.782,-371.7146,-250.2118,-1430.373,-377.4825,-230.1095,-1388.351,63.06995,28.4947,-1518.104,106.626,219.5077,-1348.167,70.60794,384.6697,-1223.14,56.81084,443.252,-1187.972,,,,,,,,,,,,
2015-01-22 11:41:29.883,-95.8023,187.382,-1507.725,-54.33567,31.79815,-1550.043,-343.7956,49.20929,-1704.026,-352.8065,-195.5166,-1622.297,-366.3107,-268.2532,-1421.304,-374.2015,-249.1932,-1375.826,60.03384,38.82003,-1515.319,97.87129,231.3829,-1349.532,59.6993,386.9785,-1236.357,39.94906,447.986,-1202.929,,,,,,,,,,,,
2015-01-22 11:41:29.988,-97.42242,187.8147,-1507.839,-57.17414,34.82894,-1550.866,-340.0389,56.09961,-1706.774,-357.2354,-190.3159,-1620.352,-366.0194,-268.8553,-1424.681,-373.5651,-257.742,-1365.709,59.09846,43.84744,-1515.555,94.06555,236.0913,-1353.53,52.91895,392.19,-1245.436,32.32055,452.8341,-1211.273,,,,,,,,,,,,
2015-01-22 11:41:30.118,-99.14093,188.1326,-1510.24,-58.67684,36.43759,-1553.627,-349.4771,48.41361,-1706.673,-363.9282,-194.9047,-1600.084,-366.3932,-272.0961,-1415.765,-370.1244,-296.8098,-1345.634,60.98353,50.82132,-1518.605,92.91492,245.5155,-1363.227,56.52881,406.3806,-1256.38,35.38763,468.8307,-1221.005,,,,,,,,,,,,
2015-01-22 11:41:30.234,-101.2262,187.7683,-1510.344,-48.57054,46.4846,-1550.155,-353.2923,46.36421,-1706.906,-360.0215,-193.7918,-1607.24,-366.5199,-269.107,-1420.725,-370.5312,-290.7545,-1350.2,59.09421,46.09064,-1524.194,95.50034,247.9685,-1371.694,64.0848,412.1555,-1265.997,45.85533,476.4373,-1231.023,,,,,,,,,,,,
